fromNode	toNode	weight
PLBD1	C6orf89	0.0654062377141768
PLBD1	PTAFR	0.167009898698866
PLBD1	CSF2RA	0.19711832654266
PLBD1	ARRDC4	0.114718527228506
PLBD1	LPCAT2	0.152345839507438
PLBD1	CCL20	0.0522822625026334
PLBD1	CSF1R	0.143531731120916
PLBD1	TLR8	0.203375218229848
PLBD1	CDKN1A	0.0602181996878188
PLBD1	TLR2	0.145226887615706
PLBD1	PLA2G7	0.125567042483297
PLBD1	CXCL1	0.0600269578319382
FCGR2B	IDO1	0.110987817893118
FCGR2B	KLF4	0.106177354251262
FCGR2B	CPVL	0.143112449591482
FCGR2B	C5AR1	0.173757733304502
FCGR2B	AIF1	0.153704089146716
FCGR2B	CYBB	0.132576360002008
FCGR2B	CFD	0.0692560924624897
FCGR2B	KCTD12	0.115146125866988
FCGR2B	TGFBI	0.15862099508268
FCGR2B	MPEG1	0.142963371236048
FCGR2B	DUSP6	0.103106248160799
FCGR2B	PILRA	0.15285485326677
FCGR2B	QPCT	0.092163277832165
FCGR2B	SIGLEC11	0.1509686976381
FCGR2B	CSTA	0.120922655594552
FCGR2B	HCK	0.135276667193204
FCGR2B	FN1	0.0884709215972847
FCGR2B	MARCKS	0.14086515016961
FCGR2B	FCER1G	0.127676788947359
FCGR2B	LILRB1	0.171714877242207
FCGR2B	MS4A6A	0.137930307576981
FCGR2B	C1orf162	0.152541628924782
FCGR2B	ALDH1A1	0.149754157869815
FCGR2B	G0S2	0.0740073506962393
FCGR2B	CLEC7A	0.151409986216502
FCGR2B	RBM47	0.11777642212768
FCGR2B	PTX3	0.0619425741767744
FCGR2B	CTBP2	0.0589502378346774
FCGR2B	KYNU	0.150257211722958
FCGR2B	CD93	0.0639669309737976
FCGR2B	HLA-DMB	0.0752610312783628
FCGR2B	VMO1	0.052623735708445
FCGR2B	TNFRSF21	0.145379643329396
FCGR2B	CST3	0.0780917758272195
FCGR2B	NLRP3	0.0717513977959349
FCGR2B	DAPK1	0.129240000508241
FCGR2B	PTGS2	0.0562889036936308
FCGR2B	LILRB2	0.147349224726445
FCGR2B	RNASE3	0.0892277692428621
FCGR2B	EPS8	0.0610950802258069
FCGR2B	FCER1A	0.0706842628259259
FCGR2B	LMO2	0.0954475490816135
FCGR2B	SLC7A7	0.147058545434123
FCGR2B	PRCP	0.080277831220906
FCGR2B	SERPINB10	0.122296229459337
FCGR2B	CCR1	0.144872457961505
FCGR2B	C3AR1	0.102148665537445
FCGR2B	IGSF6	0.15709507643848
FCGR2B	LILRA2	0.156390434910362
FCGR2B	JDP2	0.0599360511077401
FCGR2B	CD14	0.104272696232247
FCGR2B	EAF2	0.103946397187846
FCGR2B	40237	0.0570531388581661
FCGR2B	THBD	0.13659522136524
FCGR2B	NEURL1B	0.0653716687293743
FCGR2B	TFEC	0.126292168228959
FCGR2B	FAM198B	0.0595276001346903
FCGR2B	TNFSF13	0.146397081377207
FCGR2B	TLR4	0.127980013656039
FCGR2B	PTAFR	0.122403717164731
FCGR2B	CSF2RA	0.140882381519937
FCGR2B	ARRDC4	0.0899958362316079
FCGR2B	LPCAT2	0.0956729684054189
FCGR2B	CSF1R	0.116639460490537
FCGR2B	TLR8	0.144369664028834
FCGR2B	TLR2	0.105685231826101
FCGR2B	PLA2G7	0.0814222670437776
GNB4	C5AR1	0.0515501565794792
IDO1	KLF4	0.121905342380681
IDO1	CPVL	0.137531490825629
IDO1	C5AR1	0.137618613971883
IDO1	AIF1	0.168719675453636
IDO1	CYBB	0.110262783839672
IDO1	CFD	0.0840351330039304
IDO1	KCTD12	0.110206583982231
IDO1	TGFBI	0.16372732149855
IDO1	MPEG1	0.14478690520314
IDO1	DUSP6	0.119654616458986
IDO1	PILRA	0.165925525627802
IDO1	QPCT	0.0799752278902361
IDO1	SIGLEC11	0.166160242826852
IDO1	CSTA	0.0958633014553065
IDO1	HCK	0.137054714715656
IDO1	FN1	0.0759845490151602
IDO1	MARCKS	0.128755768767934
IDO1	FCER1G	0.144470858268786
IDO1	LILRB1	0.153380574583724
IDO1	MS4A6A	0.134222067458279
IDO1	C1orf162	0.145382288732825
IDO1	ALDH1A1	0.15487310669071
IDO1	G0S2	0.0665237817746908
IDO1	CLEC7A	0.1604894027572
IDO1	RBM47	0.10781208651332
IDO1	PTX3	0.0562364028766816
IDO1	CTBP2	0.0618374484719242
IDO1	KYNU	0.156357444496652
IDO1	CEBPA	0.0679242132344002
IDO1	CD93	0.0521530736152055
IDO1	HLA-DMB	0.0730293608978581
IDO1	VMO1	0.0717405643457547
IDO1	TNFRSF21	0.151974256149073
IDO1	CST3	0.0735983953980389
IDO1	NLRP3	0.0713263660602676
IDO1	DAPK1	0.139087229687613
IDO1	MS4A7	0.0625100657598694
IDO1	LILRB2	0.145392944329005
IDO1	RNASE3	0.0888876241397304
IDO1	EPS8	0.0589493979169022
IDO1	FCER1A	0.0640102354083668
IDO1	LMO2	0.0878105537846391
IDO1	SLC7A7	0.149111021535302
IDO1	PRCP	0.0773126168707983
IDO1	SERPINB10	0.101962662200899
IDO1	CCR1	0.138292285427135
IDO1	C3AR1	0.120122635065359
IDO1	IGSF6	0.162851317187476
IDO1	LILRA2	0.152742145248462
IDO1	JDP2	0.0684560272729764
IDO1	CD14	0.0946454003048313
IDO1	EAF2	0.0946286882362032
IDO1	40237	0.0529197663542188
IDO1	THBD	0.12352145247036
IDO1	NEURL1B	0.0880784445942413
IDO1	TFEC	0.120970501539827
IDO1	FAM198B	0.0552687332223318
IDO1	TNFSF13	0.14032661738825
IDO1	TLR4	0.124420781272844
IDO1	PTAFR	0.116709849132515
IDO1	CSF2RA	0.12716595535093
IDO1	ARRDC4	0.0791725321921576
IDO1	LPCAT2	0.12042604025314
IDO1	CSF1R	0.132518451596985
IDO1	TLR8	0.154027356143283
IDO1	TLR2	0.108432376408005
IDO1	PLA2G7	0.0698548402867781
KLF4	CPVL	0.209252300283244
KLF4	C5AR1	0.22381975720309
KLF4	AIF1	0.245123760687661
KLF4	CYBB	0.133659810129764
KLF4	CFD	0.173444965095106
KLF4	KCTD12	0.129011296523457
KLF4	TGFBI	0.22398882102019
KLF4	MPEG1	0.225325180489015
KLF4	DUSP6	0.133137575083988
KLF4	PILRA	0.206533333095622
KLF4	QPCT	0.0778204257335909
KLF4	SIGLEC11	0.263324266459261
KLF4	CSTA	0.102157793400796
KLF4	HCK	0.175482407169309
KLF4	FN1	0.0536499655717992
KLF4	MARCKS	0.0615195582418273
KLF4	FCER1G	0.163492906469153
KLF4	LILRB1	0.264380188506057
KLF4	MS4A6A	0.09431174136146
KLF4	C1orf162	0.204559145114543
KLF4	ALDH1A1	0.211031944254406
KLF4	CLEC7A	0.241210302758983
KLF4	RBM47	0.117199721547843
KLF4	KYNU	0.14656423747702
KLF4	CDKN1C	0.067405220186577
KLF4	HLA-DMB	0.0666656833838805
KLF4	VMO1	0.0728183803373074
KLF4	TNFRSF21	0.172996170959595
KLF4	NLRP3	0.0566541538792339
KLF4	DAPK1	0.171172595904402
KLF4	MS4A7	0.101500617360112
KLF4	LILRB2	0.180112188576367
KLF4	RNASE3	0.0515380619361002
KLF4	HLA-DMA	0.0509453366578591
KLF4	LMO2	0.0835040269688312
KLF4	SLC7A7	0.174608163048073
KLF4	SERPINB10	0.0810344263515809
KLF4	CCR1	0.126248644346065
KLF4	C3AR1	0.13011470647163
KLF4	IGSF6	0.206291180469393
KLF4	LILRA2	0.167189816931371
KLF4	CD14	0.107946891225806
KLF4	EAF2	0.0671601298344172
KLF4	NACC2	0.0654510858864013
KLF4	THBD	0.0882016219705143
KLF4	TBC1D9	0.0551327057395481
KLF4	TFEC	0.0798105956764134
KLF4	FAM198B	0.0719712331926531
KLF4	TNFSF13	0.160384181795649
KLF4	TLR4	0.0874777454114304
KLF4	PTAFR	0.0887885294585839
KLF4	CSF2RA	0.120778354613341
KLF4	LPCAT2	0.0547988206842788
KLF4	CSF1R	0.126709487396337
KLF4	TLR8	0.139715762149481
KLF4	TLR2	0.0812831924168306
KLF4	KMO	0.0502632776054738
CPVL	C5AR1	0.265737935440183
CPVL	AIF1	0.250734894121047
CPVL	CYBB	0.16383141981716
CPVL	CFD	0.176754781468359
CPVL	KCTD12	0.179887220880068
CPVL	TGFBI	0.235595875327645
CPVL	MPEG1	0.242046837684287
CPVL	DUSP6	0.125798996119888
CPVL	PILRA	0.220426615812228
CPVL	QPCT	0.116144198623426
CPVL	SIGLEC11	0.275046124388434
CPVL	CSTA	0.150994399232098
CPVL	HCK	0.19391347085795
CPVL	FN1	0.139097755807155
CPVL	MARCKS	0.163345183284845
CPVL	FCER1G	0.177760128281546
CPVL	LILRB1	0.297522691632936
CPVL	MS4A6A	0.14106807206051
CPVL	C1orf162	0.252434695937181
CPVL	ALDH1A1	0.228750279603531
CPVL	G0S2	0.0863890188113686
CPVL	CLEC7A	0.243199899958802
CPVL	RBM47	0.154592019507775
CPVL	PTX3	0.0647972734192523
CPVL	CTBP2	0.0652450492988383
CPVL	KYNU	0.184205852474079
CPVL	CEBPA	0.0596531405103126
CPVL	CD93	0.0673185546408024
CPVL	HLA-DMB	0.136149776740084
CPVL	VMO1	0.0949910749636388
CPVL	TNFRSF21	0.199563974092468
CPVL	CST3	0.0737957083914982
CPVL	NLRP3	0.0755383579805314
CPVL	DAPK1	0.212380522369889
CPVL	MS4A7	0.0767784611823716
CPVL	PTGS2	0.0712016399476001
CPVL	LILRB2	0.205619600986737
CPVL	RNASE3	0.0876226600186733
CPVL	HLA-DMA	0.0999533431422064
CPVL	EPS8	0.104233850851803
CPVL	FCER1A	0.103931437658614
CPVL	LMO2	0.19559849829994
CPVL	SLC7A7	0.198339816418347
CPVL	PRCP	0.105810242395191
CPVL	SERPINB10	0.159936340633093
CPVL	CCR1	0.160719665327637
CPVL	C3AR1	0.137298602540651
CPVL	IGSF6	0.212354450147646
CPVL	LILRA2	0.196610891080427
CPVL	JDP2	0.0623313963503805
CPVL	CD14	0.137991914826072
CPVL	EAF2	0.110770678785825
CPVL	QKI	0.0745919603281168
CPVL	40237	0.0879557310109566
CPVL	THBD	0.189392831524619
CPVL	TBC1D9	0.0866167325909495
CPVL	NEURL1B	0.060328653226745
CPVL	TFEC	0.13587600523739
CPVL	FAM198B	0.150462527039129
CPVL	TNFSF13	0.219931902050308
CPVL	TLR4	0.130949050003548
CPVL	C6orf89	0.0556114024152269
CPVL	PTAFR	0.151831437316666
CPVL	CSF2RA	0.181140688865348
CPVL	ARRDC4	0.127490827350523
CPVL	LPCAT2	0.113393735327216
CPVL	CSF1R	0.222203148443206
CPVL	TLR8	0.162298356903397
CPVL	TLR2	0.105009762432074
CPVL	PLA2G7	0.104641656893025
CPVL	KMO	0.050957948358136
CPVL	CXCL1	0.0552612035978098
C5AR1	AIF1	0.294222304880667
C5AR1	CYBB	0.160295995962457
C5AR1	CFD	0.158706138462182
C5AR1	KCTD12	0.197419108006467
C5AR1	TGFBI	0.298724031293231
C5AR1	MPEG1	0.268861025167394
C5AR1	DUSP6	0.190788257081967
C5AR1	PILRA	0.305075313595566
C5AR1	QPCT	0.139435351115413
C5AR1	SIGLEC11	0.281724159609637
C5AR1	CSTA	0.157204879044758
C5AR1	HCK	0.212177355395544
C5AR1	FN1	0.147298960587035
C5AR1	MARCKS	0.255800360315463
C5AR1	CXCL3	0.0737765942347335
C5AR1	FCER1G	0.227736250105498
C5AR1	LILRB1	0.262907957739982
C5AR1	MS4A6A	0.227141546454564
C5AR1	C1orf162	0.248656530431806
C5AR1	ALDH1A1	0.274378357479886
C5AR1	G0S2	0.129232222733313
C5AR1	CLEC7A	0.291454742259163
C5AR1	RBM47	0.202776142347417
C5AR1	PTX3	0.115621581748911
C5AR1	CTBP2	0.0999513140560881
C5AR1	KYNU	0.268184085702372
C5AR1	CEBPA	0.0938039163763863
C5AR1	IER3	0.0729208252762016
C5AR1	CD93	0.101228272713124
C5AR1	HLA-DMB	0.134034050813739
C5AR1	DEFA1	0.0628709718789476
C5AR1	VMO1	0.113958147137326
C5AR1	TNFRSF21	0.262795217760603
C5AR1	CST3	0.116928324249172
C5AR1	NLRP3	0.129819240706656
C5AR1	DAPK1	0.261209345543567
C5AR1	MS4A7	0.097038542757243
C5AR1	PTGS2	0.101514444602175
C5AR1	LILRB2	0.277609903913955
C5AR1	RNASE3	0.145395378486551
C5AR1	HLA-DMA	0.0823538955412143
C5AR1	EPS8	0.114361370679388
C5AR1	FCER1A	0.114409816255361
C5AR1	LMO2	0.190071956742471
C5AR1	SLC7A7	0.264566255702435
C5AR1	PRCP	0.144602246316719
C5AR1	SERPINB10	0.205611446152266
C5AR1	CCR1	0.242686566839946
C5AR1	C3AR1	0.173576698478897
C5AR1	IGSF6	0.296520037728387
C5AR1	LILRA2	0.278457656605883
C5AR1	JDP2	0.0931878081431375
C5AR1	CD14	0.189274701912412
C5AR1	EAF2	0.171951165274022
C5AR1	QKI	0.0838143696192966
C5AR1	40237	0.108281778499753
C5AR1	FLJ44896	0.0697668111222014
C5AR1	THBD	0.237491444865989
C5AR1	TBC1D9	0.0649560670514527
C5AR1	NEURL1B	0.11749832472084
C5AR1	TFEC	0.20929240925907
C5AR1	FAM198B	0.115756009462545
C5AR1	TNFSF13	0.262528391641335
C5AR1	TLR4	0.2089318191394
C5AR1	CXCL2	0.0570282746420554
C5AR1	C6orf89	0.0753777826805535
C5AR1	PTAFR	0.215406199524952
C5AR1	CSF2RA	0.246317102885499
C5AR1	HHEX	0.0570158428283524
C5AR1	ARRDC4	0.148989989456275
C5AR1	LPCAT2	0.183966955481263
C5AR1	CCL20	0.0674393669676986
C5AR1	CSF1R	0.243700553571577
C5AR1	TLR8	0.263543670495379
C5AR1	CDKN1A	0.0599191384615264
C5AR1	TLR2	0.178636995395837
C5AR1	PLA2G7	0.127140563796017
C5AR1	KMO	0.0601939744814772
C5AR1	CXCL1	0.0777138339104787
AIF1	CYBB	0.195450453756943
AIF1	CFD	0.196318881674703
AIF1	KCTD12	0.185777897535978
AIF1	TGFBI	0.287419386090034
AIF1	MPEG1	0.272155130798683
AIF1	DUSP6	0.164986772054296
AIF1	PILRA	0.291319440290994
AIF1	QPCT	0.11783739411596
AIF1	SIGLEC11	0.306407057910121
AIF1	CSTA	0.166263354729032
AIF1	HCK	0.240808513597044
AIF1	FN1	0.13529228209799
AIF1	MARCKS	0.210219003324724
AIF1	FCER1G	0.214289143385169
AIF1	LILRB1	0.323474218013686
AIF1	MS4A6A	0.175511220201305
AIF1	C1orf162	0.272045719656859
AIF1	ALDH1A1	0.26613340824121
AIF1	G0S2	0.0932594408374631
AIF1	CLEC7A	0.288409365888088
AIF1	RBM47	0.15660058288143
AIF1	PTX3	0.0718701280109982
AIF1	CTBP2	0.089882339060981
AIF1	KYNU	0.2333526425203
AIF1	CEBPA	0.089512491018738
AIF1	IER3	0.0512187232140108
AIF1	CD93	0.0795014435331113
AIF1	HLA-DMB	0.134249888810548
AIF1	VMO1	0.124857101847025
AIF1	TNFRSF21	0.23228773773904
AIF1	CST3	0.0897933895462871
AIF1	NLRP3	0.089999208334818
AIF1	DAPK1	0.255368463402703
AIF1	MS4A7	0.113858176751739
AIF1	PTGS2	0.0667384052588188
AIF1	LILRB2	0.241812640679076
AIF1	RNASE3	0.111217653582913
AIF1	HLA-DMA	0.0833739104174851
AIF1	EPS8	0.111390910450291
AIF1	FCER1A	0.0998352599159187
AIF1	LMO2	0.198240831622436
AIF1	SLC7A7	0.236083024866863
AIF1	PRCP	0.130191994878019
AIF1	SERPINB10	0.164884464705397
AIF1	CCR1	0.188179678217626
AIF1	C3AR1	0.176061127297689
AIF1	IGSF6	0.269056341814217
AIF1	LILRA2	0.237294872610019
AIF1	JDP2	0.0688958458407663
AIF1	CD14	0.149626911125932
AIF1	EAF2	0.135388700185667
AIF1	NACC2	0.0544947342027945
AIF1	QKI	0.073466600660975
AIF1	40237	0.0971702973456824
AIF1	THBD	0.205561245618742
AIF1	TBC1D9	0.0783633301214348
AIF1	NEURL1B	0.096585443616411
AIF1	TFEC	0.162373894997903
AIF1	FAM198B	0.126569483158402
AIF1	TNFSF13	0.250022503545802
AIF1	TLR4	0.162139491239106
AIF1	C6orf89	0.0610749376636362
AIF1	PTAFR	0.180956150407874
AIF1	CSF2RA	0.200135849494922
AIF1	HHEX	0.0601049122757243
AIF1	ARRDC4	0.1275767812564
AIF1	LPCAT2	0.171916625386098
AIF1	CSF1R	0.264460218250922
AIF1	TLR8	0.219932256394961
AIF1	TLR2	0.132971866351617
AIF1	PLA2G7	0.107118820143663
AIF1	KMO	0.0675631123235384
AIF1	CXCL1	0.0505489253324463
CYBB	CFD	0.0879594153099966
CYBB	KCTD12	0.131795415336114
CYBB	TGFBI	0.195720392306094
CYBB	MPEG1	0.17053252766308
CYBB	DUSP6	0.13306936439661
CYBB	PILRA	0.191995003294232
CYBB	QPCT	0.0940932314003832
CYBB	SIGLEC11	0.192245628850231
CYBB	CSTA	0.115616832954736
CYBB	HCK	0.158470088578506
CYBB	FN1	0.0952086822349392
CYBB	MARCKS	0.159645606895251
CYBB	FCER1G	0.168224491796559
CYBB	LILRB1	0.179034524815778
CYBB	MS4A6A	0.163862445704351
CYBB	C1orf162	0.171926780160548
CYBB	ALDH1A1	0.181722689738196
CYBB	G0S2	0.0739090313357491
CYBB	CLEC7A	0.185325624809131
CYBB	RBM47	0.128650685897049
CYBB	PTX3	0.0655800619899462
CYBB	CTBP2	0.0767656887700857
CYBB	KYNU	0.17826176747695
CYBB	CEBPA	0.0733829898140566
CYBB	CD93	0.0710347903316537
CYBB	HLA-DMB	0.0911348041434609
CYBB	DEFA1	0.0534167043224885
CYBB	VMO1	0.0734145795137783
CYBB	TNFRSF21	0.177874485020846
CYBB	CST3	0.0915182840723788
CYBB	NLRP3	0.07980239378463
CYBB	DAPK1	0.157498521952336
CYBB	MS4A7	0.0618431843205032
CYBB	PTGS2	0.0517873033150588
CYBB	LILRB2	0.172156293105481
CYBB	RNASE3	0.107757468313119
CYBB	HLA-DMA	0.0551445960641827
CYBB	EPS8	0.0684349303623746
CYBB	FCER1A	0.0773827577721108
CYBB	LMO2	0.105905816387974
CYBB	SLC7A7	0.172171223265159
CYBB	PRCP	0.0913875552205625
CYBB	SERPINB10	0.129077209342609
CYBB	CCR1	0.1686735819002
CYBB	C3AR1	0.13544642219243
CYBB	IGSF6	0.190686786542944
CYBB	LILRA2	0.179713354404372
CYBB	JDP2	0.0773096123218678
CYBB	CD14	0.110727972994057
CYBB	EAF2	0.116433967008069
CYBB	QKI	0.0577197538261233
CYBB	40237	0.0634411680197562
CYBB	FLJ44896	0.0513346619588328
CYBB	THBD	0.149324458442746
CYBB	NEURL1B	0.0959682776026249
CYBB	TFEC	0.151077279557701
CYBB	FAM198B	0.0657181531751241
CYBB	TNFSF13	0.168628844717773
CYBB	TLR4	0.149216668768737
CYBB	C6orf89	0.058504131235932
CYBB	PTAFR	0.14064743535303
CYBB	CSF2RA	0.153647553202273
CYBB	ARRDC4	0.0934965625403343
CYBB	LPCAT2	0.134104232554668
CYBB	CSF1R	0.148661738814068
CYBB	TLR8	0.178728362967739
CYBB	TLR2	0.126600385871096
CYBB	PLA2G7	0.0846683524550537
HLA-DRA	HLA-DRB1	0.159524131570012
HLA-DRA	HLA-DMB	0.157304363901277
HLA-DRA	HLA-DMA	0.118750154105538
HLA-DRA	LOC100294275	0.0592402138614321
HLA-DRA	CD74	0.115268584012163
CFD	KCTD12	0.087159140424938
CFD	TGFBI	0.17727685375065
CFD	MPEG1	0.193559340105962
CFD	DUSP6	0.105088341734882
CFD	PILRA	0.172256976161
CFD	SIGLEC11	0.203425111575718
CFD	CSTA	0.0618485251147886
CFD	HCK	0.122737403387068
CFD	FCER1G	0.116207723688444
CFD	LILRB1	0.192620091149747
CFD	MS4A6A	0.0615346814281122
CFD	C1orf162	0.145240805931852
CFD	ALDH1A1	0.177024040877468
CFD	CLEC7A	0.211021452086899
CFD	RBM47	0.0814386839992038
CFD	KYNU	0.117368642627478
CFD	CDKN1C	0.116019732722395
CFD	VMO1	0.05965577178192
CFD	TNFRSF21	0.133524408350481
CFD	DAPK1	0.163176863094109
CFD	MS4A7	0.107836765707521
CFD	LILRB2	0.140335795099868
CFD	LMO2	0.0534305639169882
CFD	SLC7A7	0.136998726432531
CFD	SERPINB10	0.0560743537882738
CFD	CCR1	0.0829105836343415
CFD	C3AR1	0.090266340693367
CFD	IGSF6	0.16230351883719
CFD	LILRA2	0.130990384531677
CFD	CD14	0.0842094432783402
CFD	THBD	0.0671629085591396
CFD	TBC1D9	0.0522010952134144
CFD	TFEC	0.0535097392446854
CFD	TNFSF13	0.127777270395359
CFD	TLR4	0.0585080152599348
CFD	PTAFR	0.0677669385607079
CFD	CSF2RA	0.086630530550774
CFD	CSF1R	0.118900322492148
CFD	TLR8	0.107284389902983
CFD	TLR2	0.0549151706295633
CFD	KMO	0.0712312488504974
KCTD12	TGFBI	0.20225942001373
KCTD12	MPEG1	0.181875820653471
KCTD12	DUSP6	0.110927181486334
KCTD12	PILRA	0.195187656879279
KCTD12	QPCT	0.107758614102046
KCTD12	SIGLEC11	0.181610618447448
KCTD12	CSTA	0.150227743002276
KCTD12	HCK	0.15172145897381
KCTD12	FN1	0.12164350809924
KCTD12	MARCKS	0.171482715947747
KCTD12	FCER1G	0.141316230421627
KCTD12	LILRB1	0.2059801430219
KCTD12	MS4A6A	0.165752693655847
KCTD12	C1orf162	0.190497102494348
KCTD12	ALDH1A1	0.182641395322364
KCTD12	G0S2	0.0776520218959524
KCTD12	CLEC7A	0.182921324031291
KCTD12	RBM47	0.152682928201363
KCTD12	PTX3	0.0725468228886485
KCTD12	CTBP2	0.057052595496764
KCTD12	KYNU	0.158471778702092
KCTD12	CEBPA	0.0533973068737891
KCTD12	CD93	0.0645480475325324
KCTD12	HLA-DMB	0.0817115960563377
KCTD12	VMO1	0.062884124934774
KCTD12	TNFRSF21	0.171245369399067
KCTD12	CST3	0.0829695106484818
KCTD12	NLRP3	0.0800525514210891
KCTD12	DAPK1	0.153149213326674
KCTD12	PTGS2	0.0594363032292583
KCTD12	LILRB2	0.177835329224592
KCTD12	RNASE3	0.117610802893128
KCTD12	EPS8	0.0958376562452072
KCTD12	FCER1A	0.0983067526868563
KCTD12	LMO2	0.124779288140204
KCTD12	SLC7A7	0.171196400563903
KCTD12	PRCP	0.107891063664574
KCTD12	SERPINB10	0.164278198283344
KCTD12	CCR1	0.161673429100383
KCTD12	C3AR1	0.104358659702725
KCTD12	IGSF6	0.189876572049884
KCTD12	LILRA2	0.164114068247916
KCTD12	JDP2	0.0652188094897174
KCTD12	CD14	0.132263942724172
KCTD12	EAF2	0.138269039474069
KCTD12	QKI	0.0591579707867616
KCTD12	40237	0.0998521536031666
KCTD12	FLJ44896	0.0518289108446892
KCTD12	THBD	0.155704152550778
KCTD12	NEURL1B	0.064747225976301
KCTD12	TFEC	0.161019667078885
KCTD12	FAM198B	0.0908127480809986
KCTD12	TNFSF13	0.187195893193985
KCTD12	TLR4	0.134935971652732
KCTD12	C6orf89	0.0527084412120681
KCTD12	PTAFR	0.144481367331035
KCTD12	CSF2RA	0.173387305858549
KCTD12	ARRDC4	0.10534986893718
KCTD12	LPCAT2	0.120898617222377
KCTD12	CSF1R	0.138490114787243
KCTD12	TLR8	0.160941480855389
KCTD12	TLR2	0.108508825881042
KCTD12	PLA2G7	0.106564115799309
KCTD12	CXCL1	0.0517731509152503
TGFBI	MPEG1	0.261977835314465
TGFBI	DUSP6	0.137310771024971
TGFBI	PILRA	0.250350822556026
TGFBI	QPCT	0.12123853710973
TGFBI	SIGLEC11	0.319357509430852
TGFBI	CSTA	0.173571990140392
TGFBI	HCK	0.23568704001706
TGFBI	FN1	0.146628358672115
TGFBI	MARCKS	0.178486382227282
TGFBI	FCER1G	0.215223853071182
TGFBI	LILRB1	0.337427011922369
TGFBI	MS4A6A	0.159033895438255
TGFBI	C1orf162	0.289061578923814
TGFBI	ALDH1A1	0.253635420947397
TGFBI	G0S2	0.0789103652557366
TGFBI	CLEC7A	0.265903459870552
TGFBI	RBM47	0.163727405020427
TGFBI	PTX3	0.0576127396656846
TGFBI	CTBP2	0.075342375086651
TGFBI	KYNU	0.197356907263033
TGFBI	CEBPA	0.0715654599125376
TGFBI	CD93	0.0747611349354785
TGFBI	HLA-DMB	0.139765297014828
TGFBI	VMO1	0.103715343863155
TGFBI	TNFRSF21	0.220265924242875
TGFBI	CST3	0.0815244706438827
TGFBI	NLRP3	0.071232840201305
TGFBI	DAPK1	0.223464071327668
TGFBI	MS4A7	0.0852932794435062
TGFBI	PTGS2	0.0576103063163722
TGFBI	LILRB2	0.219256927610256
TGFBI	RNASE3	0.100275287164949
TGFBI	HLA-DMA	0.0903578903499495
TGFBI	EPS8	0.106583642402575
TGFBI	FCER1A	0.0971412243292604
TGFBI	LMO2	0.184038358597938
TGFBI	SLC7A7	0.211290480987803
TGFBI	PRCP	0.113357249968517
TGFBI	SERPINB10	0.159417355467172
TGFBI	CCR1	0.180439109088643
TGFBI	C3AR1	0.167018528151123
TGFBI	IGSF6	0.233512115089475
TGFBI	LILRA2	0.205779714745234
TGFBI	JDP2	0.0697546408391006
TGFBI	CD14	0.135116302247809
TGFBI	EAF2	0.120475323314614
TGFBI	QKI	0.0756273522619093
TGFBI	40237	0.0881401326216129
TGFBI	THBD	0.190540793398541
TGFBI	TBC1D9	0.0688815525527291
TGFBI	NEURL1B	0.0727284806529484
TGFBI	TFEC	0.150813001773593
TGFBI	FAM198B	0.133424228182669
TGFBI	TNFSF13	0.233869138209956
TGFBI	TLR4	0.139372096763945
TGFBI	C6orf89	0.055513347499585
TGFBI	PTAFR	0.158714791295785
TGFBI	CSF2RA	0.183284344641029
TGFBI	HHEX	0.0543909315602025
TGFBI	ARRDC4	0.11924729669843
TGFBI	LPCAT2	0.147970939697146
TGFBI	CSF1R	0.226359707402407
TGFBI	TLR8	0.182626747113954
TGFBI	TLR2	0.111835121705774
TGFBI	PLA2G7	0.104065014994243
MPEG1	DUSP6	0.13134483178348
MPEG1	PILRA	0.225917705584631
MPEG1	QPCT	0.11031948756095
MPEG1	SIGLEC11	0.295876606187091
MPEG1	CSTA	0.14861161175759
MPEG1	HCK	0.202279394730622
MPEG1	FN1	0.145584395867078
MPEG1	MARCKS	0.144329647313239
MPEG1	FCER1G	0.189742776370495
MPEG1	LILRB1	0.3093054948984
MPEG1	MS4A6A	0.135552200197823
MPEG1	C1orf162	0.261205629554109
MPEG1	ALDH1A1	0.23842667697118
MPEG1	G0S2	0.0733867890036411
MPEG1	CLEC7A	0.253782015167347
MPEG1	RBM47	0.154309454532741
MPEG1	CTBP2	0.0616661070786398
MPEG1	KYNU	0.177930039105427
MPEG1	CEBPA	0.062581024589839
MPEG1	CD93	0.0627947693454002
MPEG1	HLA-DMB	0.141930673920923
MPEG1	VMO1	0.104762902654581
MPEG1	TNFRSF21	0.208473788905703
MPEG1	CST3	0.0729072053068681
MPEG1	NLRP3	0.0653928138028839
MPEG1	DAPK1	0.211377556724034
MPEG1	MS4A7	0.0854586055017167
MPEG1	PTGS2	0.054682748742117
MPEG1	LILRB2	0.209175031917331
MPEG1	RNASE3	0.0809754954497731
MPEG1	HLA-DMA	0.103019450292525
MPEG1	EPS8	0.102177130046667
MPEG1	FCER1A	0.0916609168133112
MPEG1	LMO2	0.176649267273509
MPEG1	SLC7A7	0.199504619588387
MPEG1	PRCP	0.102624827457329
MPEG1	SERPINB10	0.141805490429151
MPEG1	CCR1	0.161944926172467
MPEG1	C3AR1	0.143690676273823
MPEG1	IGSF6	0.222839204038722
MPEG1	LILRA2	0.187665305760157
MPEG1	JDP2	0.0595235323455255
MPEG1	CD14	0.132335516996774
